video_id,label,frames,label_id,shape,format
20870,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
20908,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
20910,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
20935,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20937,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
20943,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20956,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
20958,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
20963,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
20976,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
20979,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21013,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
21031,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21048,Thumb Up,37,20,"(100, 176)",JPEG
21053,Thumb Down,37,19,"(100, 176)",JPEG
21058,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
21072,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21092,Thumb Up,37,20,"(100, 132)",JPEG
21109,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
21129,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
21139,Thumb Down,37,19,"(100, 176)",JPEG
21146,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21151,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
21163,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21164,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21165,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21188,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21203,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21212,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
21220,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21221,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21244,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21254,Thumb Up,37,20,"(100, 132)",JPEG
21257,Thumb Up,37,20,"(100, 176)",JPEG
21260,Thumb Up,37,20,"(100, 176)",JPEG
21286,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
21298,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21307,Thumb Down,37,19,"(100, 176)",JPEG
21319,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21325,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
21333,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21369,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21375,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
21384,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
21402,Thumb Up,37,20,"(100, 176)",JPEG
21410,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21417,Thumb Up,37,20,"(100, 176)",JPEG
21422,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
21426,Thumb Down,37,19,"(100, 176)",JPEG
21429,Thumb Up,37,20,"(100, 176)",JPEG
21435,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21469,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21477,Thumb Down,37,19,"(100, 176)",JPEG
21489,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21499,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21502,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21517,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21519,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21532,Thumb Up,37,20,"(100, 176)",JPEG
21537,Thumb Down,37,19,"(100, 176)",JPEG
21540,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21542,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21547,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21564,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21602,Thumb Down,37,19,"(100, 132)",JPEG
21606,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
21620,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
21629,Thumb Down,37,19,"(100, 176)",JPEG
21633,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21641,Thumb Up,37,20,"(100, 176)",JPEG
21650,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
21660,Thumb Down,37,19,"(100, 176)",JPEG
21672,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21683,Thumb Down,37,19,"(100, 176)",JPEG
21702,Thumb Up,37,20,"(100, 176)",JPEG
21705,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21720,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
21737,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21748,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
21752,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21756,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21763,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21765,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21770,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21771,Thumb Up,37,20,"(100, 176)",JPEG
21773,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21778,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
21784,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21812,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21814,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21819,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21822,Thumb Down,37,19,"(100, 176)",JPEG
21855,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
21859,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
21869,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
21884,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
21902,Thumb Up,37,20,"(100, 176)",JPEG
21938,Thumb Down,37,19,"(100, 176)",JPEG
21942,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
21945,Thumb Down,37,19,"(100, 176)",JPEG
21954,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
21966,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
21985,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
21992,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
22033,Thumb Down,37,19,"(100, 176)",JPEG
22047,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22064,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
22097,Thumb Up,37,20,"(100, 132)",JPEG
22100,Thumb Up,37,20,"(100, 176)",JPEG
22113,Thumb Up,37,20,"(100, 176)",JPEG
22134,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22137,Thumb Down,37,19,"(100, 176)",JPEG
22151,Thumb Down,37,19,"(100, 132)",JPEG
22155,Thumb Up,37,20,"(100, 176)",JPEG
22198,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22210,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22217,Thumb Down,37,19,"(100, 176)",JPEG
22222,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22231,Thumb Down,37,19,"(100, 132)",JPEG
22240,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22255,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22263,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22284,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
22294,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22311,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22315,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
22318,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22327,Thumb Down,37,19,"(100, 176)",JPEG
22341,Thumb Up,37,20,"(100, 176)",JPEG
22342,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
22351,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22354,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
22370,Thumb Down,37,19,"(100, 176)",JPEG
22382,Thumb Up,37,20,"(100, 176)",JPEG
22386,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22405,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22416,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22426,Thumb Down,37,19,"(100, 176)",JPEG
22427,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22429,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22440,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
22443,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
22475,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22476,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22478,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22479,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22491,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22494,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22499,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22501,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
22522,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22536,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
22556,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22558,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22591,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22593,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22603,Thumb Up,37,20,"(100, 176)",JPEG
22604,Thumb Up,37,20,"(100, 176)",JPEG
22623,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22626,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
22633,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22640,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
22642,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22659,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22663,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22678,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
22682,Thumb Down,37,19,"(100, 176)",JPEG
22692,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22719,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22721,Thumb Up,37,20,"(100, 176)",JPEG
22733,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
22737,Thumb Down,37,19,"(100, 176)",JPEG
22746,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
22761,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
22764,Thumb Up,37,20,"(100, 132)",JPEG
22771,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22773,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22776,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
22788,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22794,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22801,Thumb Up,37,20,"(100, 176)",JPEG
22806,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22807,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22809,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
22826,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22843,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22851,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
22852,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22859,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
22864,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
22868,Thumb Up,37,20,"(100, 176)",JPEG
22875,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22876,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
22879,Thumb Up,37,20,"(100, 176)",JPEG
22881,Thumb Up,37,20,"(100, 176)",JPEG
22900,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22924,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
22952,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
22958,Thumb Down,37,19,"(100, 176)",JPEG
22973,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
22977,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
22979,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
22987,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22990,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
22994,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23003,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
23008,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
23011,Thumb Up,37,20,"(100, 132)",JPEG
23034,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
23039,Thumb Down,37,19,"(100, 176)",JPEG
23056,Thumb Down,37,19,"(100, 176)",JPEG
23058,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23065,Sliding Two Fingers Right,37,12,"(100, 100)",JPEG
23066,Thumb Down,37,19,"(100, 176)",JPEG
23067,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
23075,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23088,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23092,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
23093,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
23100,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23104,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23126,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
23133,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
23141,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
23143,Thumb Down,37,19,"(100, 176)",JPEG
23166,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23169,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
23172,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
23188,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
23193,Thumb Down,37,19,"(100, 176)",JPEG
23194,Thumb Down,37,19,"(100, 176)",JPEG
23205,Thumb Up,37,20,"(100, 176)",JPEG
23209,Thumb Down,37,19,"(100, 176)",JPEG
23215,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23226,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
23237,Thumb Up,37,20,"(100, 176)",JPEG
23239,Thumb Down,37,19,"(100, 176)",JPEG
23244,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23255,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23271,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23290,Thumb Up,37,20,"(100, 132)",JPEG
23293,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
23302,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
23314,Thumb Up,37,20,"(100, 176)",JPEG
23317,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23334,Thumb Down,37,19,"(100, 132)",JPEG
23338,Thumb Down,37,19,"(100, 176)",JPEG
23346,Thumb Up,37,20,"(100, 176)",JPEG
23360,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23361,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23363,Thumb Down,37,19,"(100, 176)",JPEG
23371,Thumb Up,37,20,"(100, 176)",JPEG
23384,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23385,Thumb Up,37,20,"(100, 176)",JPEG
23390,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23400,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
23403,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
23446,Thumb Down,37,19,"(100, 176)",JPEG
23487,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23488,Thumb Up,37,20,"(100, 176)",JPEG
23493,Thumb Up,37,20,"(100, 176)",JPEG
23512,Thumb Up,37,20,"(100, 176)",JPEG
23530,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
23543,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23557,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
23568,Thumb Up,37,20,"(100, 176)",JPEG
23569,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23602,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23606,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
23608,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
23616,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
23625,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23636,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
23677,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
23683,Thumb Down,37,19,"(100, 176)",JPEG
23687,Thumb Down,37,19,"(100, 176)",JPEG
23688,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
23719,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
23727,Thumb Down,37,19,"(100, 132)",JPEG
23744,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23752,Thumb Down,37,19,"(100, 176)",JPEG
23753,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23777,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23779,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23786,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23794,Thumb Down,37,19,"(100, 176)",JPEG
23811,Thumb Down,37,19,"(100, 176)",JPEG
23812,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23818,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23824,Thumb Up,37,20,"(100, 176)",JPEG
23846,Thumb Up,37,20,"(100, 132)",JPEG
23859,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23873,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
23877,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23883,Thumb Up,37,20,"(100, 176)",JPEG
23896,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23907,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
23914,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
23929,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
23933,Thumb Down,37,19,"(100, 176)",JPEG
23945,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
23969,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
23973,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24007,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24037,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24047,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
24056,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24069,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24088,Thumb Up,37,20,"(100, 176)",JPEG
24091,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
24119,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
24121,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
24128,Thumb Down,37,19,"(100, 176)",JPEG
24134,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
24138,Thumb Down,37,19,"(100, 132)",JPEG
24141,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24172,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24175,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
24199,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
24232,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24235,Thumb Up,37,20,"(100, 176)",JPEG
24249,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
24250,Thumb Down,37,19,"(100, 176)",JPEG
24301,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24303,Thumb Up,37,20,"(100, 176)",JPEG
24307,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24313,Thumb Down,37,19,"(100, 176)",JPEG
24335,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
24343,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24365,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24370,Thumb Up,37,20,"(100, 176)",JPEG
24375,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24391,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
24394,Thumb Down,37,19,"(100, 176)",JPEG
24396,Thumb Down,37,19,"(100, 176)",JPEG
24419,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24422,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24434,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
24440,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24488,Thumb Down,37,19,"(100, 176)",JPEG
24492,Thumb Up,37,20,"(100, 176)",JPEG
24495,Thumb Up,37,20,"(100, 176)",JPEG
24497,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24520,Sliding Two Fingers Right,37,12,"(100, 100)",JPEG
24523,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24551,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24552,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
24561,Thumb Up,37,20,"(100, 176)",JPEG
24564,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
24566,Sliding Two Fingers Left,37,11,"(100, 132)",JPEG
24595,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24599,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24600,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
24605,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
24616,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
24620,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24623,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
24637,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24645,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24655,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24657,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24673,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24682,Thumb Up,37,20,"(100, 176)",JPEG
24686,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24688,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24695,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24698,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24702,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24716,Thumb Up,37,20,"(100, 176)",JPEG
24717,Sliding Two Fingers Down,37,10,"(100, 132)",JPEG
24733,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24751,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24753,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24756,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
24766,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
24775,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
24781,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24791,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
24795,Thumb Up,37,20,"(100, 132)",JPEG
24802,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
24815,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24824,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
24833,Thumb Up,37,20,"(100, 176)",JPEG
24847,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24858,Thumb Up,37,20,"(100, 132)",JPEG
24859,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
24863,Thumb Down,37,19,"(100, 176)",JPEG
24871,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
24872,Thumb Up,37,20,"(100, 132)",JPEG
24875,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24877,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24879,Thumb Up,37,20,"(100, 132)",JPEG
24891,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24892,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
24895,Thumb Up,37,20,"(100, 132)",JPEG
24897,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24918,Thumb Down,37,19,"(100, 176)",JPEG
24922,Zooming In With Two Fingers,37,24,"(100, 132)",JPEG
24929,Thumb Up,37,20,"(100, 176)",JPEG
24930,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
24934,Thumb Down,37,19,"(100, 176)",JPEG
24946,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
24962,Thumb Up,37,20,"(100, 176)",JPEG
24966,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
24984,Sliding Two Fingers Down,37,10,"(100, 176)",JPEG
24987,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
24989,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
24991,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
25003,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
25007,Thumb Up,37,20,"(100, 132)",JPEG
25021,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
25033,Thumb Up,37,20,"(100, 176)",JPEG
25036,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
25045,Thumb Down,37,19,"(100, 176)",JPEG
25046,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
25054,Zooming Out With Two Fingers,37,26,"(100, 132)",JPEG
25096,Sliding Two Fingers Up,37,13,"(100, 132)",JPEG
25107,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
25114,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
25119,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
25132,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
25134,Sliding Two Fingers Right,37,12,"(100, 132)",JPEG
25139,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
25163,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
25186,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
25212,Sliding Two Fingers Left,37,11,"(100, 176)",JPEG
25248,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
25249,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
25250,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
25260,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
25271,Thumb Down,37,19,"(100, 176)",JPEG
25278,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
25284,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
25295,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
25303,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
25310,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
25315,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
25317,Sliding Two Fingers Right,37,12,"(100, 176)",JPEG
25319,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
25323,Sliding Two Fingers Up,37,13,"(100, 176)",JPEG
25325,Zooming In With Two Fingers,37,24,"(100, 176)",JPEG
25326,Thumb Up,37,20,"(100, 176)",JPEG
25328,Zooming Out With Two Fingers,37,26,"(100, 176)",JPEG
